landlord_models,landlord_up_models,landlord_down_models,ensemble_method,wp_landlord,wp_farmers,adp_landlord,adp_farmers
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,average,0.4959,0.5041,0.21,-0.21
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4804,0.5196,0.1216,-0.1216
baselines/sl/landlord.ckpt,perfectdou,baselines/sl/landlord_down.ckpt,average,0.3261,0.6739,-0.8638,0.8638
baselines/sl/landlord.ckpt,perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3015,0.6985,-1.004,1.004
baselines/sl/landlord.ckpt,baselines/douzero_WP/landlord_up.ckpt,baselines/sl/landlord_down.ckpt,average,0.3386,0.6614,-0.6882,0.6882
baselines/sl/landlord.ckpt,baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3267,0.6733,-0.765,0.765
baselines/sl/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,average,0.3042,0.6958,-1.1786,1.1786
baselines/sl/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3481,0.6519,-0.7796,0.7796
baselines/sl/landlord.ckpt,baselines/sl/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,average,0.3368,0.6632,-0.7176,0.7176
baselines/sl/landlord.ckpt,baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.344,0.656,-0.816,0.816
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",perfectdou,average,0.2341,0.7659,-1.4848,1.4848
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3206,0.6794,-0.9076,0.9076
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.3507,0.6493,-0.8162,0.8162
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.39,0.61,-0.4376,0.4376
baselines/sl/landlord.ckpt,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,average,0.3197,0.6803,-0.8384,0.8384
baselines/sl/landlord.ckpt,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.3237,0.6763,-0.9642,0.9642
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,average,0.2958,0.7042,-1.071,1.071
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3799,0.6201,-0.517,0.517
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",perfectdou,baselines/douzero_ADP/landlord_down.ckpt,average,0.4249,0.5751,-0.393,0.393
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4691,0.5309,0.0008,-0.0008
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,average,0.3895,0.6105,-0.2776,0.2776
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.3973,0.6027,-0.371,0.371
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,perfectdou,average,0.4148,0.5852,-0.4328,0.4328
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.5027,0.4973,0.0888,-0.0888
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/sl/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,average,0.5153,0.4847,0.1476,-0.1476
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.5412,0.4588,0.4318,-0.4318
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",perfectdou,average,0.3921,0.6079,-0.5408,0.5408
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4738,0.5262,-0.05,0.05
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.5008,0.4992,0.0662,-0.0662
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.5314,0.4686,0.3724,-0.3724
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.4986,0.5014,0.03,-0.03
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.5323,0.4677,0.367,-0.367
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,average,0.4612,0.5388,0.017,-0.017
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.466,0.534,-0.1288,0.1288
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,perfectdou,average,0.2454,0.7546,-1.4292,1.4292
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3393,0.6607,-0.819,0.819
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,average,0.3001,0.6999,-1.025,1.025
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3521,0.6479,-0.6234,0.6234
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,average,0.3111,0.6889,-0.9694,0.9694
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.3054,0.6946,-1.16,1.16
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,perfectdou,average,0.3437,0.6563,-0.8054,0.8054
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4282,0.5718,-0.2676,0.2676
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.2959,0.7041,-1.1988,1.1988
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3458,0.6542,-0.763,0.763
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,average,0.3455,0.6545,-0.6862,0.6862
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.3503,0.6497,-0.8026,0.8026
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,average,0.3332,0.6668,-0.888,0.888
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4176,0.5824,-0.3332,0.3332
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.3608,0.6392,-0.8038,0.8038
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4054,0.5946,-0.3806,0.3806
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,baselines/douzero_WP/landlord_down.ckpt,average,0.2675,0.7325,-1.1036,1.1036
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.2653,0.7347,-1.2666,1.2666
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,perfectdou,average,0.2577,0.7423,-1.1838,1.1838
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3447,0.6553,-0.6172,0.6172
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,average,0.3048,0.6952,-0.9538,0.9538
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.2964,0.7036,-1.1702,1.1702
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,perfectdou,average,0.3408,0.6592,-0.7814,0.7814
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4288,0.5712,-0.2382,0.2382
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.2871,0.7129,-1.221,1.221
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3404,0.6596,-0.7794,0.7794
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.3717,0.6283,-0.6746,0.6746
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4158,0.5842,-0.2892,0.2892
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,average,0.3419,0.6581,-0.688,0.688
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.3436,0.6564,-0.8294,0.8294
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,average,0.3209,0.6791,-0.9148,0.9148
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4047,0.5953,-0.3598,0.3598
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,baselines/douzero_WP/landlord_down.ckpt,average,0.2888,0.7112,-0.9866,0.9866
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.2854,0.7146,-1.1604,1.1604
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,average,0.2934,0.7066,-0.8436,0.8436
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.2872,0.7128,-1.0112,1.0112
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,perfectdou,average,0.3045,0.6955,-1.095,1.095
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3922,0.6078,-0.5602,0.5602
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,average,0.4148,0.5852,-0.4392,0.4392
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4453,0.5547,-0.1432,0.1432
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,average,0.2919,0.7081,-0.9852,0.9852
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.2853,0.7147,-1.2118,1.2118
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,average,0.3491,0.6509,-0.7538,0.7538
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4352,0.5648,-0.1896,0.1896
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,average,0.3484,0.6516,-0.7744,0.7744
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4363,0.5637,-0.2172,0.2172
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.3807,0.6193,-0.672,0.672
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4251,0.5749,-0.2564,0.2564
perfectdou,perfectdou,baselines/douzero_WP/landlord_down.ckpt,max,0.3997,0.6003,-0.3616,0.3616
perfectdou,perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",max,0.4107,0.5893,-0.447,0.447
perfectdou,baselines/douzero_WP/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,max,0.3867,0.6133,-0.303,0.303
perfectdou,baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",max,0.4014,0.5986,-0.3812,0.3812
perfectdou,baselines/douzero_ADP/landlord_up.ckpt,perfectdou,max,0.4155,0.5845,-0.4534,0.4534
perfectdou,baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",max,0.5074,0.4926,0.0372,-0.0372
perfectdou,baselines/sl/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,max,0.534,0.466,0.2236,-0.2236
perfectdou,baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",max,0.561,0.439,0.5026,-0.5026
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,max,0.4364,0.5636,-0.3954,0.3954
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",max,0.4938,0.5062,0.0944,-0.0944
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,max,0.4923,0.5077,0.1856,-0.1856
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",max,0.5101,0.4899,0.1476,-0.1476
perfectdou,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,max,0.4793,0.5207,-0.0318,0.0318
perfectdou,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",max,0.551,0.449,0.3772,-0.3772
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,max,0.5601,0.4399,0.4838,-0.4838
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",max,0.5507,0.4493,0.3758,-0.3758
baselines/douzero_WP/landlord.ckpt,perfectdou,baselines/sl/landlord_down.ckpt,max,0.4909,0.5091,-0.127,0.127
baselines/douzero_WP/landlord.ckpt,perfectdou,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",max,0.4828,0.5172,-0.2132,0.2132
baselines/douzero_WP/landlord.ckpt,baselines/douzero_WP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,max,0.4416,0.5584,-0.452,0.452
baselines/douzero_WP/landlord.ckpt,baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",max,0.4924,0.5076,-0.035,0.035
baselines/douzero_WP/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,max,0.4393,0.5607,-0.4444,0.4444
