landlord_models,landlord_up_models,landlord_down_models,ensemble_method,wp_landlord,wp_farmers,adp_landlord,adp_farmers
perfectdou,baselines/douzero_WP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,vote,0.4288,0.5712,-0.2682,0.2682
perfectdou,baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4273,0.5727,-0.2422,0.2422
perfectdou,baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,vote,0.4532,0.5468,-0.3636,0.3636
perfectdou,baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4262,0.5738,-0.393,0.393
perfectdou,baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.5108,0.4892,0.2208,-0.2208
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",perfectdou,vote,0.4043,0.5957,-0.412,0.412
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4393,0.5607,-0.258,0.258
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,vote,0.4573,0.5427,-0.147,0.147
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4558,0.5442,-0.1474,0.1474
perfectdou,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,vote,0.481,0.519,-0.1736,0.1736
perfectdou,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4794,0.5206,-0.117,0.117
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,vote,0.4402,0.5598,-0.3576,0.3576
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4381,0.5619,-0.3084,0.3084
baselines/douzero_WP/landlord.ckpt,perfectdou,baselines/douzero_ADP/landlord_down.ckpt,vote,0.4437,0.5563,-0.5502,0.5502
baselines/douzero_WP/landlord.ckpt,perfectdou,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4391,0.5609,-0.5404,0.5404
baselines/douzero_WP/landlord.ckpt,baselines/douzero_WP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,vote,0.4416,0.5584,-0.452,0.452
baselines/douzero_WP/landlord.ckpt,baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4451,0.5549,-0.4016,0.4016
baselines/douzero_WP/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,vote,0.4636,0.5364,-0.5322,0.5322
baselines/douzero_WP/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4564,0.5436,-0.3732,0.3732
baselines/douzero_WP/landlord.ckpt,baselines/sl/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,vote,0.5252,0.4748,-0.071,0.071
baselines/douzero_WP/landlord.ckpt,baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.5094,0.4906,0.0308,-0.0308
baselines/douzero_WP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,vote,0.4221,0.5779,-0.4478,0.4478
baselines/douzero_WP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.4401,0.5599,-0.4496,0.4496
baselines/douzero_WP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,vote,0.4281,0.5719,-0.504,0.504
baselines/douzero_WP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4571,0.5429,-0.2252,0.2252
baselines/douzero_WP/landlord.ckpt,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,vote,0.4492,0.5508,-0.5102,0.5102
baselines/douzero_WP/landlord.ckpt,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.4787,0.5213,-0.3236,0.3236
baselines/douzero_WP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,vote,0.4243,0.5757,-0.4806,0.4806
baselines/douzero_WP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.4429,0.5571,-0.4812,0.4812
baselines/douzero_ADP/landlord.ckpt,perfectdou,baselines/douzero_WP/landlord_down.ckpt,vote,0.3713,0.6287,-0.4396,0.4396
baselines/douzero_ADP/landlord.ckpt,perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.3785,0.6215,-0.4846,0.4846
baselines/douzero_ADP/landlord.ckpt,baselines/douzero_WP/landlord_up.ckpt,perfectdou,vote,0.3624,0.6376,-0.523,0.523
baselines/douzero_ADP/landlord.ckpt,baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.3748,0.6252,-0.3764,0.3764
baselines/douzero_ADP/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,vote,0.4027,0.5973,-0.3306,0.3306
baselines/douzero_ADP/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,baselines/sl/landlord_down.ckpt,vote,0.4828,0.5172,0.0432,-0.0432
baselines/douzero_ADP/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4085,0.5915,-0.4162,0.4162
baselines/douzero_ADP/landlord.ckpt,baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.4693,0.5307,0.0362,-0.0362
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",perfectdou,vote,0.3782,0.6218,-0.4902,0.4902
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.3982,0.6018,-0.257,0.257
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,vote,0.3938,0.6062,-0.3414,0.3414
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.4092,0.5908,-0.2092,0.2092
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,vote,0.4157,0.5843,-0.217,0.217
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4264,0.5736,-0.1814,0.1814
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,vote,0.3842,0.6158,-0.3546,0.3546
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,vote,0.4553,0.5447,-0.0236,0.0236
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.3917,0.6083,-0.4158,0.4158
baselines/sl/landlord.ckpt,perfectdou,baselines/sl/landlord_down.ckpt,vote,0.3261,0.6739,-0.8638,0.8638
baselines/sl/landlord.ckpt,perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.2433,0.7567,-1.3344,1.3344
baselines/sl/landlord.ckpt,baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.2562,0.7438,-1.1376,1.1376
baselines/sl/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,vote,0.284,0.716,-1.0942,1.0942
baselines/sl/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,baselines/sl/landlord_down.ckpt,vote,0.3648,0.6352,-0.6908,0.6908
baselines/sl/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.279,0.721,-1.2136,1.2136
baselines/sl/landlord.ckpt,baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.3497,0.6503,-0.7386,0.7386
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",perfectdou,vote,0.244,0.756,-1.3442,1.3442
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.2622,0.7378,-1.1264,1.1264
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,vote,0.294,0.706,-1.0818,1.0818
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.2727,0.7273,-1.0962,1.0962
baselines/sl/landlord.ckpt,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.3009,0.6991,-1.0592,1.0592
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,vote,0.2812,0.7188,-1.2388,1.2388
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.2624,0.7376,-1.231,1.231
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.407,0.593,-0.4792,0.4792
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,vote,0.3882,0.6118,-0.4476,0.4476
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4195,0.5805,-0.443,0.443
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,vote,0.4538,0.5462,-0.4514,0.4514
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4273,0.5727,-0.5102,0.5102
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.4912,0.5088,-0.0414,0.0414
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,vote,0.4389,0.5611,-0.417,0.417
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4328,0.5672,-0.4362,0.4362
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,vote,0.4536,0.5464,-0.2886,0.2886
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4229,0.5771,-0.3706,0.3706
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,vote,0.512,0.488,0.0736,-0.0736
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.449,0.551,-0.3316,0.3316
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.416,0.584,-0.4132,0.4132
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,baselines/douzero_WP/landlord_down.ckpt,vote,0.3596,0.6404,-0.7656,0.7656
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.3698,0.6302,-0.7722,0.7722
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,vote,0.3573,0.6427,-0.6558,0.6558
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.3674,0.6326,-0.6488,0.6488
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,vote,0.3931,0.6069,-0.614,0.614
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.4034,0.5966,-0.622,0.622
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,vote,0.461,0.539,-0.1232,0.1232
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4617,0.5383,-0.1366,0.1366
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,vote,0.3754,0.6246,-0.591,0.591
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.384,0.616,-0.572,0.572
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,vote,0.4243,0.5757,-0.4734,0.4734
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.418,0.582,-0.4778,0.4778
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,vote,0.4434,0.5566,-0.5012,0.5012
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4361,0.5639,-0.4922,0.4922
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,vote,0.4574,0.5426,-0.1984,0.1984
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.3821,0.6179,-0.6994,0.6994
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,baselines/sl/landlord_down.ckpt,vote,0.419,0.581,-0.2698,0.2698
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.3374,0.6626,-0.7592,0.7592
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.3616,0.6384,-0.5588,0.5588
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,vote,0.3875,0.6125,-0.635,0.635
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.3894,0.6106,-0.5822,0.5822
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,baselines/sl/landlord_down.ckpt,vote,0.4935,0.5065,0.22,-0.22
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4289,0.5711,-0.1772,0.1772
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,vote,0.4339,0.5661,-0.125,0.125
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.3506,0.6494,-0.6098,0.6098
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.3745,0.6255,-0.4196,0.4196
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,vote,0.3749,0.6251,-0.4646,0.4646
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.3867,0.6133,-0.4158,0.4158
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,vote,0.3745,0.6255,-0.6448,0.6448
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.375,0.625,-0.5784,0.5784
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,baselines/douzero_ADP/landlord_down.ckpt,vote,0.4184,0.5816,-0.4466,0.4466
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4087,0.5913,-0.4422,0.4422
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,vote,0.4136,0.5864,-0.3484,0.3484
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4141,0.5859,-0.3302,0.3302
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,vote,0.4409,0.5591,-0.4014,0.4014
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4411,0.5589,-0.3482,0.3482
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,vote,0.5173,0.4827,0.1356,-0.1356
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.5086,0.4914,0.1372,-0.1372
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,vote,0.4283,0.5717,-0.3256,0.3256
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4206,0.5794,-0.3468,0.3468
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,vote,0.4479,0.5521,-0.1654,0.1654
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4445,0.5555,-0.1568,0.1568
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,vote,0.4638,0.5362,-0.2302,0.2302
